coin,blockchain,time_range,whale_transaction_count,total_volume
BTC,Bitcoin,2024-05-12 05:00,7,8896.09
ETH,Ethereum,2025-01-08 21:00,18,17434.35
SOL,Solana,2024-09-09 21:00,1,1950.79
ETH,Ethereum,2025-07-03 06:00,13,7633.02
BTC,Bitcoin,2024-05-27 11:00,14,16429.37
SOL,Solana,2024-06-06 19:00,5,2180.65
SOL,Solana,2025-02-27 11:00,8,2420.99
SOL,Solana,2024-08-04 17:00,14,3357.09
ADA,Cardano,2025-06-06 04:00,9,551.06
SOL,Solana,2024-12-22 16:00,12,1283.43
ETH,Ethereum,2025-05-03 12:00,14,13377.8
ETH,Ethereum,2024-09-03 08:00,19,18866.29
SOL,Solana,2024-01-06 18:00,12,3549.14
BTC,Bitcoin,2024-08-22 20:00,7,23779.71
ADA,Cardano,2024-04-30 16:00,4,1014.08
SOL,Solana,2024-04-16 18:00,9,1604.03
ETH,Ethereum,2025-05-06 10:00,13,12964.19
BTC,Bitcoin,2024-02-18 09:00,13,40826.94
ETH,Ethereum,2025-03-08 07:00,12,4449.3
ADA,Cardano,2024-01-24 18:00,6,1605.73
BTC,Bitcoin,2024-02-01 19:00,11,23706.34
SOL,Solana,2024-02-28 19:00,12,942.82
ETH,Ethereum,2024-02-15 03:00,16,18232.04
BTC,Bitcoin,2024-03-19 03:00,9,13637.22
ETH,Ethereum,2025-07-12 13:00,15,11530.48
ETH,Ethereum,2024-05-10 15:00,14,16659.98
BTC,Bitcoin,2024-10-03 08:00,12,35707.92
BTC,Bitcoin,2025-02-07 12:00,5,31497.1
SOL,Solana,2024-12-22 17:00,7,2284.1
SOL,Solana,2024-07-21 01:00,5,2199.17
ETH,Ethereum,2025-04-05 04:00,11,9605.01
BTC,Bitcoin,2025-07-13 03:00,9,34766.28
BTC,Bitcoin,2024-05-21 16:00,17,22325.47
BTC,Bitcoin,2024-01-24 17:00,14,25704.83
BTC,Bitcoin,2025-04-04 00:00,7,22818.43
BTC,Bitcoin,2024-05-17 02:00,10,27737.69
ADA,Cardano,2025-02-16 10:00,2,922.16
BTC,Bitcoin,2024-03-29 01:00,7,22635.61
ETH,Ethereum,2024-06-03 18:00,12,11335.79
BTC,Bitcoin,2025-03-25 11:00,9,23409.27
BTC,Bitcoin,2024-12-20 13:00,11,19669.51
ADA,Cardano,2024-09-12 10:00,4,870.59
SOL,Solana,2024-10-12 07:00,10,2132.22
ADA,Cardano,2024-05-27 20:00,6,1520.24
BTC,Bitcoin,2024-05-20 00:00,9,23187.51
ADA,Cardano,2025-05-02 05:00,3,526.4
BTC,Bitcoin,2024-10-20 00:00,9,29948.48
ETH,Ethereum,2025-01-28 05:00,15,18131.44
ADA,Cardano,2025-06-24 12:00,7,575.9
SOL,Solana,2024-09-19 17:00,15,2349.82
SOL,Solana,2025-07-27 07:00,4,2554.6
ETH,Ethereum,2024-01-20 11:00,15,9265.44
ADA,Cardano,2025-07-24 14:00,6,1209.33
SOL,Solana,2024-06-06 21:00,7,2361.16
SOL,Solana,2024-09-01 11:00,9,1382.76
ETH,Ethereum,2024-03-22 04:00,8,10203.01
ETH,Ethereum,2024-11-14 21:00,17,8660.67
ETH,Ethereum,2024-10-11 08:00,25,4484.65
ADA,Cardano,2024-12-12 18:00,4,1464.86
BTC,Bitcoin,2024-01-01 05:00,15,33058.47
ADA,Cardano,2025-06-29 23:00,3,796.43
SOL,Solana,2024-12-16 00:00,6,3727.0
SOL,Solana,2025-04-11 02:00,5,3966.36
ADA,Cardano,2025-06-29 08:00,4,369.71
ADA,Cardano,2024-03-04 15:00,3,522.9
ADA,Cardano,2025-04-08 20:00,7,545.91
BTC,Bitcoin,2024-05-26 14:00,7,17692.31
SOL,Solana,2025-01-06 16:00,8,2952.97
BTC,Bitcoin,2024-04-09 18:00,14,20682.51
ADA,Cardano,2024-07-20 10:00,3,540.63
BTC,Bitcoin,2024-06-16 08:00,9,25315.27
BTC,Bitcoin,2024-08-19 06:00,13,30372.4
ETH,Ethereum,2024-04-11 03:00,15,8995.86
SOL,Solana,2024-12-03 17:00,9,1300.03
BTC,Bitcoin,2024-10-21 12:00,13,19807.53
ADA,Cardano,2024-01-31 07:00,8,732.44
BTC,Bitcoin,2024-05-13 09:00,17,36908.71
BTC,Bitcoin,2024-11-12 17:00,5,14363.05
ETH,Ethereum,2025-03-09 17:00,14,17318.9
ETH,Ethereum,2024-08-13 20:00,7,11307.64
ETH,Ethereum,2024-11-26 10:00,20,16072.49
ADA,Cardano,2024-09-03 00:00,2,674.16
ADA,Cardano,2024-06-03 04:00,1,810.29
ETH,Ethereum,2024-08-18 08:00,6,2601.39
BTC,Bitcoin,2025-02-12 18:00,7,41913.89
BTC,Bitcoin,2025-06-08 13:00,8,15597.96
ADA,Cardano,2024-06-24 04:00,5,689.3
SOL,Solana,2025-04-23 21:00,3,2293.06
BTC,Bitcoin,2024-02-16 16:00,5,27636.12
ADA,Cardano,2025-06-23 00:00,6,440.5
SOL,Solana,2024-07-06 08:00,10,2015.59
ADA,Cardano,2025-02-10 03:00,6,793.79
SOL,Solana,2025-04-24 15:00,18,2453.15
SOL,Solana,2024-05-04 16:00,6,2305.08
ADA,Cardano,2025-07-04 15:00,4,672.68
ETH,Ethereum,2024-01-31 15:00,16,12240.36
SOL,Solana,2025-03-24 22:00,13,2821.05
ADA,Cardano,2024-08-04 00:00,4,1008.56
ADA,Cardano,2024-05-10 05:00,5,1733.13
BTC,Bitcoin,2024-03-29 14:00,10,27393.85
ETH,Ethereum,2024-04-15 15:00,13,14864.57
ADA,Cardano,2024-02-23 21:00,1,668.18
ETH,Ethereum,2025-07-03 04:00,9,14299.11
SOL,Solana,2025-07-21 00:00,7,1605.49
ADA,Cardano,2025-02-01 08:00,2,728.75
BTC,Bitcoin,2024-09-12 00:00,5,31023.23
SOL,Solana,2024-03-13 11:00,5,2528.59
BTC,Bitcoin,2025-02-05 07:00,10,18613.45
SOL,Solana,2025-07-12 11:00,9,2435.28
ETH,Ethereum,2024-06-26 18:00,8,7939.84
BTC,Bitcoin,2025-05-12 09:00,13,26699.2
SOL,Solana,2025-07-24 20:00,6,3847.97
BTC,Bitcoin,2024-04-01 15:00,9,34611.71
BTC,Bitcoin,2025-02-05 02:00,10,24379.69
SOL,Solana,2024-05-30 10:00,6,2948.06
SOL,Solana,2025-05-10 03:00,4,2132.26
ETH,Ethereum,2024-10-09 09:00,16,10223.89
SOL,Solana,2024-10-05 08:00,9,2039.3
ETH,Ethereum,2024-12-06 10:00,11,10425.67
SOL,Solana,2025-03-15 13:00,7,1682.61
BTC,Bitcoin,2024-10-03 14:00,11,25879.9
ETH,Ethereum,2024-10-24 08:00,15,13553.16
ETH,Ethereum,2025-01-22 07:00,16,7731.1
ETH,Ethereum,2025-07-12 01:00,16,10931.67
ETH,Ethereum,2024-05-30 23:00,23,10723.08
BTC,Bitcoin,2024-12-06 10:00,9,30913.25
BTC,Bitcoin,2024-04-26 05:00,5,21938.77
ETH,Ethereum,2024-06-15 18:00,15,7000.17
ADA,Cardano,2024-07-28 04:00,5,1622.25
ETH,Ethereum,2024-10-28 01:00,26,14404.91
SOL,Solana,2024-10-12 09:00,6,2927.7
BTC,Bitcoin,2024-09-30 09:00,12,31693.57
ADA,Cardano,2025-07-02 18:00,8,375.49
SOL,Solana,2025-02-01 09:00,4,854.59
BTC,Bitcoin,2024-04-11 04:00,10,46553.14
BTC,Bitcoin,2024-10-30 12:00,10,29778.65
BTC,Bitcoin,2025-04-17 08:00,10,12681.25
BTC,Bitcoin,2024-04-06 03:00,5,21973.17
SOL,Solana,2024-03-23 03:00,2,2322.88
ETH,Ethereum,2024-05-15 20:00,20,12070.47
SOL,Solana,2024-11-29 11:00,13,1029.11
SOL,Solana,2025-04-03 22:00,6,1434.86
BTC,Bitcoin,2025-07-30 09:00,5,12198.06
ETH,Ethereum,2024-04-28 07:00,17,12036.6
SOL,Solana,2024-11-13 22:00,5,3037.87
ADA,Cardano,2024-10-16 03:00,6,1082.2
ADA,Cardano,2024-01-09 22:00,4,1239.2
ADA,Cardano,2024-05-04 08:00,1,1428.03
SOL,Solana,2024-06-28 03:00,5,3334.42
SOL,Solana,2025-03-11 17:00,13,2052.93
ETH,Ethereum,2024-01-03 06:00,19,14055.21
ADA,Cardano,2024-09-23 16:00,3,255.5
BTC,Bitcoin,2024-04-21 09:00,8,6727.87
SOL,Solana,2025-04-06 22:00,16,2056.09
ETH,Ethereum,2024-05-09 01:00,12,15380.98
ADA,Cardano,2024-07-19 16:00,2,12.85
ADA,Cardano,2024-07-06 02:00,2,1292.16
BTC,Bitcoin,2025-02-04 22:00,9,28685.96
BTC,Bitcoin,2024-09-14 00:00,9,13308.65
SOL,Solana,2024-08-10 18:00,10,1972.84
ADA,Cardano,2024-10-17 20:00,8,514.72
SOL,Solana,2024-06-01 04:00,4,2179.66
ADA,Cardano,2025-07-10 20:00,2,1444.77
ADA,Cardano,2024-05-25 16:00,6,758.37
ADA,Cardano,2024-08-29 10:00,4,1266.54
SOL,Solana,2024-03-09 09:00,3,3636.67
SOL,Solana,2024-11-21 15:00,4,2902.56
BTC,Bitcoin,2025-06-13 14:00,5,20130.82
ETH,Ethereum,2024-10-22 21:00,18,10790.27
BTC,Bitcoin,2024-02-13 06:00,9,24287.14
SOL,Solana,2024-02-03 19:00,6,2256.64
ADA,Cardano,2024-05-06 20:00,4,1294.21
ETH,Ethereum,2025-03-17 03:00,16,7007.27
SOL,Solana,2024-09-06 05:00,6,2401.49
SOL,Solana,2025-04-25 06:00,9,1655.75
SOL,Solana,2025-06-17 23:00,13,3008.79
SOL,Solana,2024-12-12 00:00,9,2687.41
ADA,Cardano,2024-07-09 10:00,7,987.45
SOL,Solana,2025-04-12 21:00,8,997.5
SOL,Solana,2024-06-25 02:00,8,2799.85
ETH,Ethereum,2024-05-15 01:00,21,14295.56
ETH,Ethereum,2024-11-20 23:00,18,15368.81
ADA,Cardano,2024-02-22 06:00,5,1382.39
SOL,Solana,2024-01-24 07:00,14,2655.67
BTC,Bitcoin,2025-01-20 11:00,14,28411.63
ETH,Ethereum,2025-04-18 02:00,7,14023.41
ETH,Ethereum,2024-03-17 20:00,20,10872.43
BTC,Bitcoin,2024-06-07 23:00,11,25058.16
ETH,Ethereum,2024-09-10 10:00,18,14219.01
SOL,Solana,2024-07-30 20:00,7,1637.61
SOL,Solana,2024-09-20 12:00,10,2746.41
BTC,Bitcoin,2025-03-15 03:00,13,3754.94
ADA,Cardano,2024-05-09 14:00,1,1340.75
BTC,Bitcoin,2025-06-25 18:00,11,367.83
BTC,Bitcoin,2025-03-16 18:00,8,31929.93
BTC,Bitcoin,2024-10-04 08:00,11,23927.24
BTC,Bitcoin,2025-06-25 21:00,11,20372.59
BTC,Bitcoin,2025-06-16 04:00,7,24211.37
BTC,Bitcoin,2024-06-06 09:00,5,31785.69
ETH,Ethereum,2024-09-25 15:00,13,18308.78
BTC,Bitcoin,2025-06-09 08:00,10,16757.38
ETH,Ethereum,2024-10-24 05:00,14,15504.55
BTC,Bitcoin,2024-11-01 05:00,11,29794.43
ADA,Cardano,2024-12-15 19:00,5,1156.93
ADA,Cardano,2024-04-07 06:00,2,788.07
ETH,Ethereum,2024-10-28 13:00,22,18418.35
SOL,Solana,2025-07-28 11:00,8,2805.43
ADA,Cardano,2024-08-28 20:00,7,945.52
BTC,Bitcoin,2025-01-16 05:00,10,31978.57
ETH,Ethereum,2024-03-26 08:00,14,12608.23
SOL,Solana,2025-01-13 04:00,10,2561.32
BTC,Bitcoin,2024-04-01 18:00,11,25158.96
ETH,Ethereum,2025-06-30 04:00,16,14932.64
BTC,Bitcoin,2025-02-07 13:00,10,20634.99
SOL,Solana,2024-11-20 00:00,16,705.67
ETH,Ethereum,2024-02-02 16:00,8,17896.9
ADA,Cardano,2025-03-23 16:00,8,1411.35
ETH,Ethereum,2024-01-14 04:00,18,14522.98
BTC,Bitcoin,2024-10-24 15:00,9,41308.1
BTC,Bitcoin,2025-02-06 00:00,9,26256.39
ADA,Cardano,2025-07-30 15:00,2,1367.59
BTC,Bitcoin,2024-11-09 03:00,3,20164.98
ADA,Cardano,2024-02-22 19:00,6,772.03
BTC,Bitcoin,2024-12-01 16:00,6,12251.1
BTC,Bitcoin,2024-07-04 09:00,9,15453.26
ADA,Cardano,2024-04-23 06:00,2,979.22
SOL,Solana,2024-03-28 01:00,4,3322.96
ADA,Cardano,2024-02-03 15:00,5,839.53
ADA,Cardano,2024-11-09 17:00,2,1327.33
ETH,Ethereum,2024-08-01 17:00,10,9645.14
BTC,Bitcoin,2025-06-02 08:00,15,26649.88
ETH,Ethereum,2024-03-13 14:00,18,15131.39
ETH,Ethereum,2024-02-09 11:00,10,20832.19
ADA,Cardano,2024-06-20 17:00,3,1237.91
SOL,Solana,2024-05-24 19:00,4,2488.01
SOL,Solana,2024-05-01 11:00,9,3535.36
ADA,Cardano,2025-03-07 09:00,4,1896.68
SOL,Solana,2025-03-25 13:00,9,1572.66
SOL,Solana,2024-08-09 18:00,9,2627.19
ADA,Cardano,2025-06-11 13:00,1,995.88
ADA,Cardano,2025-01-03 15:00,4,902.15
SOL,Solana,2025-01-20 18:00,13,2407.39
SOL,Solana,2024-12-23 16:00,12,2225.43
ETH,Ethereum,2024-01-09 04:00,16,6516.52
BTC,Bitcoin,2025-02-17 18:00,13,32091.27
SOL,Solana,2025-01-22 15:00,11,2576.87
BTC,Bitcoin,2024-09-16 09:00,11,15726.14
SOL,Solana,2025-01-14 14:00,10,4505.59
ETH,Ethereum,2024-12-15 04:00,14,3813.59
BTC,Bitcoin,2024-05-29 19:00,8,32453.11
ETH,Ethereum,2024-06-17 23:00,18,9239.01
SOL,Solana,2024-09-27 16:00,8,1535.15
BTC,Bitcoin,2024-11-29 17:00,12,20546.62
ETH,Ethereum,2024-11-18 05:00,17,5605.89
ADA,Cardano,2025-01-03 19:00,5,1098.64
ADA,Cardano,2024-11-03 15:00,6,328.73
BTC,Bitcoin,2025-05-27 23:00,7,22700.15
BTC,Bitcoin,2025-01-24 01:00,4,32058.76
BTC,Bitcoin,2024-03-17 00:00,7,25367.9
BTC,Bitcoin,2025-04-16 21:00,7,16743.93
ETH,Ethereum,2024-11-27 12:00,16,9627.9
SOL,Solana,2024-07-08 10:00,11,1103.17
BTC,Bitcoin,2024-03-03 01:00,13,26943.52
SOL,Solana,2024-09-06 20:00,5,1026.23
ETH,Ethereum,2024-03-11 13:00,17,5353.26
ETH,Ethereum,2025-01-18 19:00,23,5188.83
BTC,Bitcoin,2024-02-11 01:00,9,22303.8
SOL,Solana,2025-02-13 15:00,5,2520.08
BTC,Bitcoin,2025-05-29 20:00,13,17549.46
ETH,Ethereum,2025-03-25 14:00,19,8686.64
ETH,Ethereum,2025-05-24 14:00,13,9260.57
SOL,Solana,2024-01-13 08:00,12,4068.82
ETH,Ethereum,2024-07-25 15:00,11,14444.69
SOL,Solana,2024-12-26 14:00,10,1524.16
ADA,Cardano,2024-05-27 00:00,4,1026.72
ADA,Cardano,2024-06-04 15:00,3,785.99
SOL,Solana,2024-09-05 00:00,6,4511.85
SOL,Solana,2025-03-13 23:00,6,2355.56
SOL,Solana,2025-06-19 01:00,9,2018.11
SOL,Solana,2025-01-03 12:00,8,3959.42
ETH,Ethereum,2024-12-10 21:00,18,11166.56
ETH,Ethereum,2024-11-08 09:00,9,3761.98
SOL,Solana,2025-03-23 01:00,3,2961.08
ADA,Cardano,2024-11-26 19:00,5,1037.3
BTC,Bitcoin,2025-04-05 23:00,6,6637.54
ADA,Cardano,2025-05-12 08:00,7,1109.8
ADA,Cardano,2025-05-22 08:00,6,1765.08
BTC,Bitcoin,2024-04-13 02:00,9,13275.97
ADA,Cardano,2024-06-06 02:00,5,1651.77
BTC,Bitcoin,2025-03-07 15:00,7,26644.32
BTC,Bitcoin,2025-07-22 01:00,11,21505.01
BTC,Bitcoin,2024-02-05 10:00,10,23014.56
SOL,Solana,2024-06-06 04:00,9,3812.62
SOL,Solana,2024-01-12 01:00,7,2485.01
ADA,Cardano,2024-08-06 16:00,5,1101.31
ADA,Cardano,2025-03-01 23:00,1,821.47
BTC,Bitcoin,2025-03-07 11:00,3,23027.56
ETH,Ethereum,2024-11-27 22:00,15,8578.83
ADA,Cardano,2024-07-23 22:00,5,758.16
ADA,Cardano,2025-04-21 05:00,7,1273.84
ETH,Ethereum,2024-03-10 16:00,12,12967.7
BTC,Bitcoin,2024-10-03 11:00,12,46036.04
SOL,Solana,2024-06-09 18:00,7,1998.83
ETH,Ethereum,2025-01-19 19:00,10,15589.13
BTC,Bitcoin,2024-02-13 05:00,13,19409.45
SOL,Solana,2025-03-01 23:00,7,2571.87
ADA,Cardano,2024-01-09 12:00,9,1670.22
ETH,Ethereum,2024-10-08 21:00,16,15761.19
ADA,Cardano,2024-01-12 13:00,4,608.09
ETH,Ethereum,2025-05-16 12:00,16,5075.52
ADA,Cardano,2024-03-26 03:00,9,1049.27
ADA,Cardano,2024-07-19 18:00,3,311.24
SOL,Solana,2025-02-19 23:00,5,3404.97
BTC,Bitcoin,2024-02-15 05:00,7,28958.83
ADA,Cardano,2025-02-22 08:00,7,677.43
ADA,Cardano,2025-05-08 19:00,6,922.04
BTC,Bitcoin,2024-06-28 09:00,2,23746.69
ETH,Ethereum,2024-04-28 01:00,6,5157.12
BTC,Bitcoin,2024-02-09 15:00,6,24443.16
BTC,Bitcoin,2025-07-26 05:00,5,20532.02
ADA,Cardano,2024-11-07 09:00,6,1002.91
BTC,Bitcoin,2024-01-22 19:00,16,28048.01
ADA,Cardano,2024-07-21 04:00,1,1243.25
ADA,Cardano,2025-03-30 20:00,2,800.65
SOL,Solana,2024-12-03 07:00,15,2591.73
SOL,Solana,2024-10-11 08:00,7,2945.36
SOL,Solana,2024-03-19 16:00,8,3862.5
ETH,Ethereum,2024-11-02 14:00,13,8714.69
BTC,Bitcoin,2025-03-03 21:00,6,23344.27
ADA,Cardano,2024-10-11 16:00,2,1130.97
ADA,Cardano,2024-02-11 05:00,3,871.86
BTC,Bitcoin,2024-03-01 10:00,5,13396.49
BTC,Bitcoin,2024-10-07 12:00,10,23792.63
ETH,Ethereum,2025-03-05 06:00,14,14428.95
ETH,Ethereum,2024-03-06 05:00,18,8984.3
BTC,Bitcoin,2025-07-26 14:00,13,7231.08
ADA,Cardano,2024-11-23 09:00,7,645.63
ETH,Ethereum,2024-12-15 17:00,11,5172.06
ADA,Cardano,2024-06-24 12:00,10,1001.58
SOL,Solana,2024-09-23 19:00,7,2368.04
BTC,Bitcoin,2024-01-13 18:00,5,25014.94
SOL,Solana,2024-02-07 08:00,4,2974.89
ETH,Ethereum,2025-06-01 16:00,10,0.0
ADA,Cardano,2025-07-19 06:00,3,1227.58
BTC,Bitcoin,2024-01-29 06:00,9,16587.31
BTC,Bitcoin,2024-12-29 14:00,5,32969.35
SOL,Solana,2025-03-17 02:00,11,2387.9
ETH,Ethereum,2024-10-09 20:00,24,8585.36
BTC,Bitcoin,2024-02-27 04:00,11,28938.35
ADA,Cardano,2024-09-13 19:00,6,882.06
ADA,Cardano,2025-05-24 06:00,5,656.5
ETH,Ethereum,2024-11-03 11:00,8,8722.18
ADA,Cardano,2024-05-07 07:00,9,1155.53
ADA,Cardano,2024-12-08 13:00,3,691.21
ETH,Ethereum,2024-10-15 05:00,13,12438.87
ETH,Ethereum,2024-07-11 11:00,15,11952.39
ADA,Cardano,2024-06-22 07:00,2,987.15
ADA,Cardano,2025-03-21 02:00,6,1146.39
BTC,Bitcoin,2025-02-12 07:00,10,22401.66
SOL,Solana,2025-03-16 21:00,9,990.29
SOL,Solana,2025-07-17 23:00,10,1872.7
ETH,Ethereum,2024-12-19 00:00,17,9514.21
ETH,Ethereum,2024-01-25 12:00,16,9576.19
BTC,Bitcoin,2025-01-12 02:00,9,23213.66
BTC,Bitcoin,2024-02-07 01:00,4,19150.5
ADA,Cardano,2024-09-21 16:00,7,1029.0
BTC,Bitcoin,2025-05-19 12:00,16,32427.58
ADA,Cardano,2024-07-24 00:00,6,887.35
SOL,Solana,2024-07-26 21:00,5,3629.51
ETH,Ethereum,2024-03-06 04:00,19,16966.0
SOL,Solana,2024-02-11 22:00,9,1204.53
BTC,Bitcoin,2024-07-30 17:00,11,15623.09
SOL,Solana,2025-03-23 21:00,6,1935.12
BTC,Bitcoin,2024-06-25 03:00,9,35559.11
ADA,Cardano,2024-03-11 17:00,2,1073.6
ETH,Ethereum,2024-05-24 19:00,9,14288.59
BTC,Bitcoin,2024-02-17 07:00,11,30173.48
ADA,Cardano,2024-10-31 00:00,6,1014.41
ADA,Cardano,2025-04-11 20:00,6,1090.87
BTC,Bitcoin,2024-04-09 21:00,5,30582.78
ETH,Ethereum,2025-06-03 20:00,14,9710.14
ADA,Cardano,2025-05-19 18:00,7,1100.46
ETH,Ethereum,2024-04-16 04:00,10,16664.15
SOL,Solana,2024-08-02 13:00,9,2080.16
ADA,Cardano,2025-05-22 16:00,10,506.27
ETH,Ethereum,2024-10-05 21:00,17,15821.92
SOL,Solana,2024-02-15 00:00,8,2068.53
ETH,Ethereum,2024-07-13 22:00,12,4316.47
ETH,Ethereum,2025-04-23 19:00,12,17161.29
ETH,Ethereum,2025-06-21 07:00,15,12374.94
BTC,Bitcoin,2024-06-15 05:00,10,22222.61
ETH,Ethereum,2024-08-17 13:00,11,10291.8
ETH,Ethereum,2024-06-17 03:00,14,14691.94
ADA,Cardano,2024-09-23 10:00,4,337.3
ADA,Cardano,2024-12-04 04:00,1,1100.23
SOL,Solana,2024-05-25 02:00,8,3129.71
BTC,Bitcoin,2024-05-31 21:00,9,20736.38
SOL,Solana,2025-03-26 14:00,9,3931.85
BTC,Bitcoin,2024-03-09 15:00,3,17802.72
SOL,Solana,2024-02-09 22:00,4,2705.54
BTC,Bitcoin,2024-05-11 10:00,10,31626.54
BTC,Bitcoin,2025-01-31 11:00,18,29755.22
ADA,Cardano,2025-02-11 11:00,4,958.33
ETH,Ethereum,2024-10-20 09:00,12,13934.66
ETH,Ethereum,2025-01-03 07:00,15,17177.11
BTC,Bitcoin,2024-04-13 18:00,10,33696.73
BTC,Bitcoin,2024-05-05 05:00,10,28654.73
ETH,Ethereum,2024-08-01 03:00,12,8085.53
ADA,Cardano,2024-02-03 04:00,3,715.66
BTC,Bitcoin,2024-10-14 17:00,18,34648.23
BTC,Bitcoin,2024-11-19 04:00,16,27114.34
ADA,Cardano,2024-01-29 05:00,5,882.27
SOL,Solana,2024-03-12 18:00,4,3075.01
ETH,Ethereum,2024-02-16 14:00,17,7247.97
ADA,Cardano,2024-08-14 12:00,5,831.21
ETH,Ethereum,2024-07-11 23:00,11,13815.09
SOL,Solana,2024-04-06 07:00,4,2039.39
BTC,Bitcoin,2024-04-06 04:00,5,20081.64
ADA,Cardano,2024-01-27 06:00,4,1339.12
ADA,Cardano,2024-05-02 07:00,3,1208.42
SOL,Solana,2025-04-11 15:00,8,3507.93
ETH,Ethereum,2024-05-24 12:00,23,15054.65
ADA,Cardano,2024-10-19 08:00,5,844.97
BTC,Bitcoin,2024-11-15 00:00,10,7607.55
ETH,Ethereum,2025-06-24 19:00,17,16648.83
ETH,Ethereum,2024-05-22 14:00,11,7501.87
ADA,Cardano,2024-10-27 12:00,1,1283.32
ETH,Ethereum,2025-04-11 06:00,12,10188.53
SOL,Solana,2024-01-19 12:00,7,3857.97
BTC,Bitcoin,2024-09-17 11:00,11,36525.75
SOL,Solana,2025-01-10 14:00,6,1834.41
BTC,Bitcoin,2025-05-24 05:00,12,18014.2
ADA,Cardano,2024-12-06 13:00,3,1486.34
ETH,Ethereum,2024-12-31 17:00,16,13599.99
ADA,Cardano,2024-02-07 21:00,9,730.27
ADA,Cardano,2024-11-14 11:00,7,1313.55
BTC,Bitcoin,2025-06-01 03:00,12,4865.27
BTC,Bitcoin,2024-11-26 19:00,12,20211.14
BTC,Bitcoin,2024-07-15 02:00,12,12990.54
BTC,Bitcoin,2024-06-18 20:00,6,14147.68
BTC,Bitcoin,2024-01-11 17:00,11,22241.97
ADA,Cardano,2024-08-31 20:00,3,1227.48
SOL,Solana,2024-08-09 17:00,6,1160.85
ETH,Ethereum,2025-03-15 03:00,8,13712.97
SOL,Solana,2025-06-21 20:00,4,1260.3
ETH,Ethereum,2025-06-30 06:00,14,15381.62
ADA,Cardano,2025-02-26 06:00,5,926.67
BTC,Bitcoin,2024-12-22 23:00,5,24511.23
SOL,Solana,2025-03-08 01:00,8,720.91
ADA,Cardano,2024-01-23 13:00,7,1580.64
ETH,Ethereum,2024-12-02 17:00,10,13794.23
ADA,Cardano,2025-06-21 02:00,6,288.89
ETH,Ethereum,2024-09-30 03:00,14,10855.72
ADA,Cardano,2025-07-22 11:00,10,832.84
SOL,Solana,2024-03-21 23:00,8,2142.63
ETH,Ethereum,2024-08-08 06:00,15,9701.36
SOL,Solana,2024-06-19 13:00,8,2211.5
SOL,Solana,2024-04-02 06:00,4,1487.17
BTC,Bitcoin,2024-09-14 16:00,6,17175.29
SOL,Solana,2025-02-17 12:00,6,2236.65
BTC,Bitcoin,2025-04-30 19:00,13,17314.11
ETH,Ethereum,2024-04-27 14:00,8,15511.87
BTC,Bitcoin,2024-05-05 06:00,8,23862.16
ETH,Ethereum,2025-03-30 09:00,9,9607.29
BTC,Bitcoin,2025-03-19 13:00,15,24886.51
ETH,Ethereum,2025-06-14 05:00,8,10658.71
ADA,Cardano,2025-03-12 09:00,5,46.86
SOL,Solana,2025-02-19 11:00,10,1526.91
ADA,Cardano,2025-03-15 12:00,6,984.82
ADA,Cardano,2025-03-16 16:00,2,1259.91
ETH,Ethereum,2024-09-03 17:00,12,6436.27
SOL,Solana,2024-06-10 16:00,11,1850.54
BTC,Bitcoin,2025-02-18 05:00,5,18942.43
SOL,Solana,2025-05-06 00:00,8,1587.22
ADA,Cardano,2024-12-20 04:00,10,914.69
ADA,Cardano,2025-05-03 16:00,5,1467.34
SOL,Solana,2024-07-18 11:00,9,3259.21
ETH,Ethereum,2024-05-14 19:00,26,22465.83
SOL,Solana,2025-02-13 23:00,11,2377.78
ETH,Ethereum,2024-10-06 11:00,14,10649.44
BTC,Bitcoin,2025-06-28 11:00,5,26692.01
BTC,Bitcoin,2024-03-31 02:00,10,27356.89
ETH,Ethereum,2024-03-04 03:00,18,7142.37
ADA,Cardano,2025-02-20 11:00,5,1006.44
SOL,Solana,2025-05-27 09:00,11,2479.12
ADA,Cardano,2024-10-31 17:00,6,524.43
ADA,Cardano,2025-05-03 21:00,6,1065.4
ETH,Ethereum,2024-02-26 11:00,8,13333.14
ETH,Ethereum,2024-03-29 00:00,10,9733.5
SOL,Solana,2025-03-03 21:00,7,2717.02
ADA,Cardano,2025-05-26 04:00,8,1282.27
ETH,Ethereum,2024-10-19 08:00,21,16312.72
SOL,Solana,2024-10-25 20:00,10,2241.52
ADA,Cardano,2025-06-14 22:00,4,1276.47
ETH,Ethereum,2025-04-21 20:00,15,15143.7
ADA,Cardano,2025-05-29 13:00,3,1896.58
SOL,Solana,2024-09-26 03:00,12,3076.34
ETH,Ethereum,2024-06-30 15:00,17,8745.4
ADA,Cardano,2025-04-02 09:00,3,1075.77
ETH,Ethereum,2025-07-22 13:00,20,219.77
BTC,Bitcoin,2025-03-25 16:00,7,15728.17
SOL,Solana,2024-08-14 03:00,8,3408.23
ETH,Ethereum,2024-12-25 00:00,19,15646.77
SOL,Solana,2024-10-18 01:00,8,3464.73
ADA,Cardano,2024-04-21 19:00,4,1442.93
ETH,Ethereum,2024-09-09 02:00,24,17175.51
ADA,Cardano,2024-11-14 06:00,6,564.2
ADA,Cardano,2024-09-01 11:00,3,652.75
BTC,Bitcoin,2024-08-06 05:00,10,11618.35
SOL,Solana,2024-02-18 16:00,4,3171.39
